COST_CENTER,COST_CENTER_DEPARTMENT,COST_CENTER_NT2,PROVINCE,PROVINCE (THAI),ZIPCODE,กลุ่มงาน,ส่วน,ฝ่าย,สายงาน,อักษรย่อส่วน,อักษรย่อฝ่าย,COST_CENTER_NT1.5,ส่วน 1.5,สายงาน 1.5,กลุ่มงาน 1.5,ฝ่าย 1.5,อักษรย่อฝ่าย 1.5,หมายเหตุ
1D30304,1D30300,ET000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มดิจิทัล,ส่วนปฏิบัติการธุรกิจแลกเปลี่ยนข้อมูล,ฝ่ายธุรกิจแลกเปลี่ยนข้อมูล,สายงานดิจิทัล,ปมด.,มด.,1D30304,ส่วนปฏิบัติการธุรกิจแลกเปลี่ยนข้อมูล,สายงานดิจิทัล,กลุ่มดิจิทัล,ฝ่ายธุรกิจแลกเปลี่ยนข้อมูล,มด.,
1D10600,1D10600,EU000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มดิจิทัล,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,บด.,บด.,1D10600,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,กลุ่มดิจิทัล,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,บด.,
1D10601,1D10600,EU000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มดิจิทัล,ส่วนวางแผนวิศวกรรมธุรกิจคลาวด์และบิ๊กดาต้า,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,วบด.,บด.,1D10601,ส่วนวางแผนวิศวกรรมธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,กลุ่มดิจิทัล,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,บด.,
1D10603,1D10600,EU000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มดิจิทัล,ส่วนพัฒนาโซลูชั่นธุรกิจคลาวด์และบิ๊กดาต้า,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,ซบด.,บด.,1D10603,ส่วนพัฒนาโซลูชั่นธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,กลุ่มดิจิทัล,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,บด.,
1D10604,1D10600,EU000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มดิจิทัล,ส่วนปฏิบัติการคลาวด์,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,ปบด.,บด.,1D10604,ส่วนปฏิบัติการคลาวด์,สายงานดิจิทัล,กลุ่มดิจิทัล,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,บด.,
1D10605,1D10600,EU000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มดิจิทัล,ส่วนปฏิบัติการบิ๊กดาต้า,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,สายงานดิจิทัล,บบด.,บด.,1D10605,ส่วนปฏิบัติการบิ๊กดาต้า,สายงานดิจิทัล,กลุ่มดิจิทัล,ฝ่ายธุรกิจคลาวด์และบิ๊กดาต้า,บด.,
1N10000,1N10000,P0007,Bangkok,กรุงเทพมหานคร,10210,กลุ่มเทคโนโลยีสารสนเทศ,กลุ่มเทคโนโลยีสารสนเทศ,กลุ่มเทคโนโลยีสารสนเทศ,สายงานดิจิทัล,ชจญ.ศ.,ศ.,1N10000,กลุ่มเทคโนโลยีสารสนเทศ,สายงานดิจิทัล,กลุ่มเทคโนโลยีสารสนเทศ,กลุ่มเทคโนโลยีสารสนเทศ,ศ.,
1N10100,1N10100,PE000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,กศ.,กศ.,1N10100,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,กลุ่มเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,กศ.,
1N10103,1N10100,PE000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มเทคโนโลยีสารสนเทศ,ส่วนกลยุทธ์เทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,กกศ.,กศ.,1N10103,ส่วนกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,กลุ่มเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,กศ.,
1N10104,1N10100,PE000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มเทคโนโลยีสารสนเทศ,ส่วนบริหารทรัพยากรเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,บกศ.,กศ.,1N10104,ส่วนบริหารทรัพยากรเทคโนโลยีสารสนเทศ,สายงานดิจิทัล,กลุ่มเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,กศ.,
1N10105,1N10100,PE000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มเทคโนโลยีสารสนเทศ,ส่วนนโยบายเทคโนโลยีสารสนเทศและพัฒนาคุณภาพ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,นกศ.,กศ.,1N10105,ส่วนนโยบายเทคโนโลยีสารสนเทศและพัฒนาคุณภาพ,สายงานดิจิทัล,กลุ่มเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,กศ.,
1N10107,1N10100,PE000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มเทคโนโลยีสารสนเทศ,ส่วนวิเคราะห์และรายงานข้อมูลสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,สายงานดิจิทัล,วกศ.,กศ.,1N10107,ส่วนวิเคราะห์และรายงานข้อมูลสารสนเทศ,สายงานดิจิทัล,กลุ่มเทคโนโลยีสารสนเทศ,ฝ่ายกลยุทธ์เทคโนโลยีสารสนเทศ,กศ.,
